Data NuEer,bidder,house,date,lot,profit,Net  Payment,rank,realisation in final auAtion,bid,EstDated MinDum,EstDated MaxDum,Aatalog PriAe,Aatalog Du10y,EstDate Min,EstDate Max,Grade Min ,Grade Max,No Grade,ExAlusively US,No Value
2805,10,E,35470,163,0,0,4,800,400,600,800,0,0,600,800,3,2,0,0,0
2806,1,E,35470,163,0,0,5,800,300,600,800,0,0,600,800,3,2,0,0,0
2807,3,E,35470,164,0,0,1,4000,4000,2500,3000,0,0,2500,3000,3,2,0,0,0
2808,4,E,35470,164,0,0,2,4000,3700,2500,3000,0,0,2500,3000,3,2,0,0,0
2809,11,E,35470,164,0,0,3,4000,3200,2500,3000,0,0,2500,3000,3,2,0,0,0
2810,10,E,35470,164,0,0,4,4000,3200,2500,3000,0,0,2500,3000,3,2,0,0,0
2811,1,E,35470,164,0,0,5,4000,2800,2500,3000,0,0,2500,3000,3,2,0,0,0
2812,2,E,35470,164,0,0,6,4000,2400,2500,3000,0,0,2500,3000,3,2,0,0,0
2813,7,E,35470,164,0,0,7,4000,2200,2500,3000,0,0,2500,3000,3,2,0,0,0
2814,4,E,35470,165,100,-100,1,2900,3200,1500,2000,0,0,1500,2000,0,0,1,0,0
2815,3,E,35470,165,100,100,2,2900,3100,1500,2000,0,0,1500,2000,0,0,1,0,0
2816,10,E,35470,165,0,0,3,2900,2700,1500,2000,0,0,1500,2000,0,0,1,0,0
2817,7,E,35470,165,0,0,4,2900,2300,1500,2000,0,0,1500,2000,0,0,1,0,0
2818,2,E,35470,165,0,0,5,2900,2200,1500,2000,0,0,1500,2000,0,0,1,0,0
2819,1,E,35470,165,0,0,6,2900,1600,1500,2000,0,0,1500,2000,0,0,1,0,0
2820,4,E,35470,166,50,-50,1,6600,11400,2500,3500,0,0,2500,3500,3,3,0,0,0
2821,7,E,35470,166,50,50,2,6600,6700,2500,3500,0,0,2500,3500,3,3,0,0,0
2822,10,E,35470,166,0,0,3,6600,6000,2500,3500,0,0,2500,3500,3,3,0,0,0
2823,1,E,35470,166,0,0,4,6600,4800,2500,3500,0,0,2500,3500,3,3,0,0,0
2824,2,E,35470,166,0,0,5,6600,4750,2500,3500,0,0,2500,3500,3,3,0,0,0
2825,3,E,35470,166,0,0,6,6600,4600,2500,3500,0,0,2500,3500,3,3,0,0,0
2826,3,E,35470,167,1037.5,-1037.5,1,725,3100,1000,1500,0,0,1000,1500,0,0,1,0,0
2827,7,E,35470,167,389.5833333,389.5833333,2,725,2800,1000,1500,0,0,1000,1500,0,0,1,0,0
2828,1,E,35470,167,289.5833333,289.5833333,3,725,2600,1000,1500,0,0,1000,1500,0,0,1,0,0
2829,4,E,35470,167,189.5833333,189.5833333,4,725,2200,1000,1500,0,0,1000,1500,0,0,1,0,0
2830,10,E,35470,167,156.25,156.25,5,725,2000,1000,1500,0,0,1000,1500,0,0,1,0,0
2831,2,E,35470,167,12.5,12.5,6,725,850,1000,1500,0,0,1000,1500,0,0,1,0,0
2832,3,E,35470,168,0,0,1,525,500,250,350,0,0,250,350,0,0,1,0,0
2833,4,E,35470,168,0,0,2,525,475,250,350,0,0,250,350,0,0,1,0,0
2834,7,E,35470,168,0,0,3,525,450,250,350,0,0,250,350,0,0,1,0,0
2835,1,E,35470,168,0,0,4,525,360,250,350,0,0,250,350,0,0,1,0,0
2836,10,E,35470,168,0,0,5,525,350,250,350,0,0,250,350,0,0,1,0,0
2837,2,E,35470,168,0,0,6,525,275,250,350,0,0,250,350,0,0,1,0,0
2838,7,E,35470,169,650,-650,1,5200,7500,5000,6000,0,0,5000,6000,3,2,0,0,0
2839,10,E,35470,169,525,525,2,5200,6500,5000,6000,0,0,5000,6000,3,2,0,0,0
2840,4,E,35470,169,125,125,3,5200,5700,5000,6000,0,0,5000,6000,3,2,0,0,0
2841,1,E,35470,169,0,0,4,5200,4800,5000,6000,0,0,5000,6000,3,2,0,0,0
2842,2,E,35470,169,0,0,5,5200,2900,5000,6000,0,0,5000,6000,3,2,0,0,0
2843,7,E,35470,17,550,-550,1,2400,4250,0,0,19000,1,19000,19000,6,6,0,1,0
2844,9,E,35470,17,475,475,2,2400,3500,0,0,19000,1,19000,19000,6,6,0,1,0
2845,10,E,35470,17,75,75,3,2400,2700,0,0,19000,1,19000,19000,6,6,0,1,0
2846,2,E,35470,17,0,0,4,2400,2250,0,0,19000,1,19000,19000,6,6,0,1,0
2847,3,E,35470,170,0,0,1,3200,3200,0,0,17500,1,17500,17500,0,0,1,0,0
2848,10,E,35470,170,0,0,2,3200,2500,0,0,17500,1,17500,17500,0,0,1,0,0
2849,2,E,35470,170,0,0,3,3200,2000,0,0,17500,1,17500,17500,0,0,1,0,0
2850,7,E,35470,170,0,0,4,3200,2000,0,0,17500,1,17500,17500,0,0,1,0,0
2851,4,E,35470,170,0,0,5,3200,1700,0,0,17500,1,17500,17500,0,0,1,0,0
2852,1,E,35470,170,0,0,6,3200,600,0,0,17500,1,17500,17500,0,0,1,0,0
2853,7,E,35470,171,0,0,1,1900,2800,750,1000,0,0,750,1000,0,0,1,0,0
2854,3,E,35470,171,0,0,2,1900,1700,750,1000,0,0,750,1000,0,0,1,0,0
2855,4,E,35470,171,0,0,3,1900,1050,750,1000,0,0,750,1000,0,0,1,0,0
2856,1,E,35470,171,0,0,4,1900,950,750,1000,0,0,750,1000,0,0,1,0,0
2857,7,E,35470,172,275,-275,1,1250,2200,400,600,0,0,400,600,0,0,1,0,0
2858,1,E,35470,172,137.5,137.5,2,1250,1800,400,600,0,0,400,600,0,0,1,0,0
2859,4,E,35470,172,137.5,137.5,3,1250,1800,400,600,0,0,400,600,0,0,1,0,0
2860,9,E,35470,172,0,0,4,1250,1000,400,600,0,0,400,600,0,0,1,0,0
2861,2,E,35470,172,0,0,5,1250,950,400,600,0,0,400,600,0,0,1,0,0
2862,10,E,35470,172,0,0,6,1250,800,400,600,0,0,400,600,0,0,1,0,0
2863,3,E,35470,172,0,0,7,1250,500,400,600,0,0,400,600,0,0,1,0,0
2864,7,E,35470,173,2300,-2300,1,3400,9200,2000,2500,0,0,2000,2500,0,0,1,0,0
2865,10,E,35470,173,1236.666667,1236.666667,2,3400,8000,2000,2500,0,0,2000,2500,0,0,1,0,0
2866,1,E,35470,173,486.6666667,486.6666667,3,3400,6500,2000,2500,0,0,2000,2500,0,0,1,0,0
2867,11,E,35470,173,336.6666667,336.6666667,4,3400,5900,2000,2500,0,0,2000,2500,0,0,1,0,0
2868,3,E,35470,173,153.3333333,153.3333333,5,3400,4800,2000,2500,0,0,2000,2500,0,0,1,0,0
2869,4,E,35470,173,78.33333333,78.33333333,6,3400,4200,2000,2500,0,0,2000,2500,0,0,1,0,0
2870,9,E,35470,173,8.333333333,8.333333333,7,3400,3500,2000,2500,0,0,2000,2500,0,0,1,0,0
2871,2,E,35470,173,0,0,8,3400,2500,2000,2500,0,0,2000,2500,0,0,1,0,0
2872,7,E,35470,174,312.5,-312.5,1,475,2000,600,800,0,0,600,800,0,0,1,0,0
2873,4,E,35470,174,144.7916667,144.7916667,2,475,1100,600,800,0,0,600,800,0,0,1,0,0
2874,3,E,35470,174,94.79166667,94.79166667,3,475,1000,600,800,0,0,600,800,0,0,1,0,0
2875,1,E,35470,174,44.79166667,44.79166667,4,475,800,600,800,0,0,600,800,0,0,1,0,0
2876,2,E,35470,174,28.125,28.125,5,475,700,600,800,0,0,600,800,0,0,1,0,0
2877,7,E,35470,175,1825,-1825,1,2600,7700,2000,2500,0,0,2000,2500,0,0,1,0,0
2878,1,E,35470,175,663.5714286,663.5714286,2,2600,6250,2000,2500,0,0,2000,2500,0,0,1,0,0
2879,3,E,35470,175,638.5714286,638.5714286,3,2600,6200,2000,2500,0,0,2000,2500,0,0,1,0,0
2880,4,E,35470,175,263.5714286,263.5714286,4,2600,4700,2000,2500,0,0,2000,2500,0,0,1,0,0
2881,11,E,35470,175,96.9047619,96.9047619,5,2600,3700,2000,2500,0,0,2000,2500,0,0,1,0,0
2882,10,E,35470,175,71.9047619,71.9047619,6,2600,3500,2000,2500,0,0,2000,2500,0,0,1,0,0
2883,2,E,35470,175,61.9047619,61.9047619,7,2600,3400,2000,2500,0,0,2000,2500,0,0,1,0,0
2884,9,E,35470,175,28.57142857,28.57142857,8,2600,3000,2000,2500,0,0,2000,2500,0,0,1,0,0
2885,7,E,35470,176,2950,-2950,1,3800,12500,3500,5000,0,0,3500,5000,0,0,1,0,0
2886,4,E,35470,176,1273.333333,1273.333333,2,3800,9700,3500,5000,0,0,3500,5000,0,0,1,0,0
2887,10,E,35470,176,923.3333333,923.3333333,3,3800,9000,3500,5000,0,0,3500,5000,0,0,1,0,0
2888,1,E,35470,176,298.3333333,298.3333333,4,3800,6500,3500,5000,0,0,3500,5000,0,0,1,0,0
2889,3,E,35470,176,215,215,5,3800,6000,3500,5000,0,0,3500,5000,0,0,1,0,0
2890,2,E,35470,176,140,140,6,3800,5400,3500,5000,0,0,3500,5000,0,0,1,0,0
2891,9,E,35470,176,100,100,7,3800,5000,3500,5000,0,0,3500,5000,0,0,1,0,0
2892,7,E,35470,177,62.5,-62.5,1,625,1900,250,350,0,0,250,350,0,0,1,0,0
2893,3,E,35470,177,62.5,62.5,2,625,750,250,350,0,0,250,350,0,0,1,0,0
2894,4,E,35470,177,0,0,3,625,525,250,350,0,0,250,350,0,0,1,0,0
2895,9,E,35470,177,0,0,4,625,500,250,350,0,0,250,350,0,0,1,0,0
2896,2,E,35470,177,0,0,5,625,500,250,350,0,0,250,350,0,0,1,0,0
2897,1,E,35470,177,0,0,6,625,450,250,350,0,0,250,350,0,0,1,0,0
2898,10,E,35470,177,0,0,7,625,200,250,350,0,0,250,350,0,0,1,0,0
2899,9,E,35470,178,0,0,1,3200,3000,2000,3000,0,0,2000,3000,0,0,1,0,0
2900,3,E,35470,178,0,0,2,3200,2800,2000,3000,0,0,2000,3000,0,0,1,0,0
2901,10,E,35470,178,0,0,3,3200,2500,2000,3000,0,0,2000,3000,0,0,1,0,0
2902,4,E,35470,178,0,0,4,3200,2100,2000,3000,0,0,2000,3000,0,0,1,0,0
2903,1,E,35470,178,0,0,5,3200,1700,2000,3000,0,0,2000,3000,0,0,1,0,0
2904,9,E,35470,179,2800,-2800,1,4400,10000,1500,2000,0,0,1500,2000,0,0,1,0,0
2905,1,E,35470,179,1080.416667,1080.416667,2,4400,10000,1500,2000,0,0,1500,2000,0,0,1,0,0
2906,4,E,35470,179,930.4166667,930.4166667,3,4400,9700,1500,2000,0,0,1500,2000,0,0,1,0,0
2907,10,E,35470,179,380.4166667,380.4166667,4,4400,7500,1500,2000,0,0,1500,2000,0,0,1,0,0
2908,2,E,35470,179,338.75,338.75,5,4400,7250,1500,2000,0,0,1500,2000,0,0,1,0,0
2909,11,E,35470,179,45,45,6,4400,4900,1500,2000,0,0,1500,2000,0,0,1,0,0
2910,3,E,35470,179,25,25,7,4400,4700,1500,2000,0,0,1500,2000,0,0,1,0,0
2911,7,E,35470,179,0,0,8,4400,2300,1500,2000,0,0,1500,2000,0,0,1,0,0
2912,9,E,35470,18,300,-300,1,2000,2700,2000,2500,0,0,2000,2500,0,0,1,1,0
2913,7,E,35470,18,300,300,2,2000,2600,2000,2500,0,0,2000,2500,0,0,1,1,0
2914,10,E,35470,18,0,0,3,2000,1700,2000,2500,0,0,2000,2500,0,0,1,1,0
2915,1,E,35470,180,400,-400,1,1200,2000,1200,1500,0,0,1200,1500,0,0,1,0,0
2916,3,E,35470,180,166.6666667,166.6666667,2,1200,2000,1200,1500,0,0,1200,1500,0,0,1,0,0
2917,2,E,35470,180,116.6666667,116.6666667,3,1200,1900,1200,1500,0,0,1200,1500,0,0,1,0,0
2918,10,E,35470,180,116.6666667,116.6666667,4,1200,1900,1200,1500,0,0,1200,1500,0,0,1,0,0
2919,4,E,35470,181,0,0,1,2400,2900,500,750,0,0,500,750,0,0,1,0,0
2920,7,E,35470,181,0,0,2,2400,2000,500,750,0,0,500,750,0,0,1,0,0
2921,2,E,35470,181,0,0,3,2400,1800,500,750,0,0,500,750,0,0,1,0,0
2922,1,E,35470,181,0,0,4,2400,1600,500,750,0,0,500,750,0,0,1,0,0
2923,10,E,35470,181,0,0,5,2400,1000,500,750,0,0,500,750,0,0,1,0,0
2924,4,E,35470,182,72.5,-72.5,1,180,375,200,300,0,0,200,300,0,0,1,0,0
2925,10,E,35470,182,45.91666667,45.91666667,2,180,325,200,300,0,0,200,300,0,0,1,0,0
2926,1,E,35470,182,13.41666667,13.41666667,3,180,260,200,300,0,0,200,300,0,0,1,0,0
2927,2,E,35470,182,5.916666667,5.916666667,4,180,230,200,300,0,0,200,300,0,0,1,0,0
2928,7,E,35470,182,4.25,4.25,5,180,220,200,300,0,0,200,300,0,0,1,0,0
2929,3,E,35470,182,3,3,6,180,210,200,300,0,0,200,300,0,0,1,0,0
2930,4,E,35470,183,25,-25,1,1150,1350,750,1000,0,0,750,1000,3,2,0,0,0
2931,1,E,35470,183,12.5,12.5,2,1150,1200,750,1000,0,0,750,1000,3,2,0,0,0
2932,10,E,35470,183,12.5,12.5,3,1150,1200,750,1000,0,0,750,1000,3,2,0,0,0
2933,7,E,35470,183,0,0,4,1150,1100,750,1000,0,0,750,1000,3,2,0,0,0
2934,3,E,35470,183,0,0,5,1150,1100,750,1000,0,0,750,1000,3,2,0,0,0
2935,2,E,35470,183,0,0,6,1150,700,750,1000,0,0,750,1000,3,2,0,0,0
2936,3,E,35470,184,0,0,1,2100,2100,2000,3000,0,0,2000,3000,0,0,1,0,0
2937,10,E,35470,185,0,0,1,325,250,300,400,0,0,300,400,3,3,0,0,0
2938,3,E,35470,185,0,0,2,325,230,300,400,0,0,300,400,3,3,0,0,0
2939,1,E,35470,185,0,0,3,325,180,300,400,0,0,300,400,3,3,0,0,0
2940,7,E,35470,186,0,0,1,8000,6250,7500,10000,0,0,7500,10000,2,1,0,0,0
2941,10,E,35470,186,0,0,2,8000,6000,7500,10000,0,0,7500,10000,2,1,0,0,0
2942,1,E,35470,186,0,0,3,8000,4250,7500,10000,0,0,7500,10000,2,1,0,0,0
2943,4,E,35470,186,0,0,4,8000,1000,7500,10000,0,0,7500,10000,2,1,0,0,0
2944,7,E,35470,187,0,0,1,4200,4000,2000,2500,0,0,2000,2500,3,2,0,0,0
2945,4,E,35470,187,0,0,2,4200,3700,2000,2500,0,0,2000,2500,3,2,0,0,0
2946,9,E,35470,187,0,0,3,4200,3250,2000,2500,0,0,2000,2500,3,2,0,0,0
2947,1,E,35470,187,0,0,4,4200,3000,2000,2500,0,0,2000,2500,3,2,0,0,0
2948,10,E,35470,187,0,0,5,4200,3000,2000,2500,0,0,2000,2500,3,2,0,0,0
2949,2,E,35470,187,0,0,6,4200,2500,2000,2500,0,0,2000,2500,3,2,0,0,0
2950,3,E,35470,187,0,0,7,4200,2300,2000,2500,0,0,2000,2500,3,2,0,0,0
2951,7,E,35470,188,0,0,1,800,1000,750,1000,0,0,750,1000,3,2,0,0,0
2952,4,E,35470,188,0,0,2,800,750,750,1000,0,0,750,1000,3,2,0,0,0
2953,10,E,35470,188,0,0,3,800,700,750,1000,0,0,750,1000,3,2,0,0,0
2954,3,E,35470,188,0,0,4,800,650,750,1000,0,0,750,1000,3,2,0,0,0
2955,1,E,35470,188,0,0,5,800,575,750,1000,0,0,750,1000,3,2,0,0,0
2956,2,E,35470,188,0,0,6,800,450,750,1000,0,0,750,1000,3,2,0,0,0
2957,7,E,35470,189,0,0,1,120,150,150,200,0,0,150,200,3,2,0,0,0
2958,1,E,35470,189,0,0,2,120,120,150,200,0,0,150,200,3,2,0,0,0
2959,3,E,35470,189,0,0,3,120,105,150,200,0,0,150,200,3,2,0,0,0
2960,9,E,35470,19,0,0,1,180,200,250,350,0,0,250,350,3,3,0,0,0
2961,3,E,35470,190,162.5,-162.5,1,575,1200,500,750,0,0,500,750,3,2,0,1,0
2962,7,E,35470,190,162.5,162.5,2,575,900,500,750,0,0,500,750,3,2,0,0,0
2963,4,E,35470,190,0,0,3,575,425,500,750,0,0,500,750,3,2,0,0,0
2964,1,E,35470,190,0,0,4,575,400,500,750,0,0,500,750,3,2,0,0,0
2965,2,E,35470,190,0,0,5,575,400,500,750,0,0,500,750,3,2,0,0,0
2966,7,E,35470,191,0,0,1,325,425,400,500,0,0,400,500,0,0,1,0,0
2967,3,E,35470,191,0,0,2,325,300,400,500,0,0,400,500,0,0,1,0,0
2968,2,E,35470,191,0,0,3,325,300,400,500,0,0,400,500,0,0,1,0,0
2969,1,E,35470,191,0,0,4,325,220,400,500,0,0,400,500,0,0,1,0,0
2970,3,E,35470,192,0,0,1,230,250,150,200,0,0,150,200,0,0,1,0,0
2971,1,E,35470,192,0,0,2,230,220,150,200,0,0,150,200,0,0,1,0,0
2972,7,E,35470,192,0,0,3,230,200,150,200,0,0,150,200,0,0,1,0,0
2973,2,E,35470,192,0,0,4,230,140,150,200,0,0,150,200,0,0,1,0,0
2974,3,E,35470,193,110,-110,1,280,600,200,300,0,0,200,300,3,2,0,0,0
2975,11,E,35470,193,78.33333333,78.33333333,2,280,500,200,300,0,0,200,300,3,2,0,0,0
2976,1,E,35470,193,18.33333333,18.33333333,3,280,380,200,300,0,0,200,300,3,2,0,0,0
2977,4,E,35470,193,10.83333333,10.83333333,4,280,350,200,300,0,0,200,300,3,2,0,0,0
2978,7,E,35470,193,2.5,2.5,5,280,300,200,300,0,0,200,300,3,2,0,0,0
2979,4,E,35470,194,0,0,1,2500,2500,1500,2000,0,0,1500,2000,0,0,1,0,0
2980,3,E,35470,194,0,0,2,2500,1200,1500,2000,0,0,1500,2000,0,0,1,0,0
2981,3,E,35470,195,25,-25,1,800,880,400,500,0,0,400,500,0,0,1,0,0
2982,7,E,35470,195,25,25,2,800,850,400,500,0,0,400,500,0,0,1,0,0
2983,1,E,35470,195,0,0,3,800,750,400,500,0,0,400,500,0,0,1,0,0
2984,10,E,35470,195,0,0,4,800,675,400,500,0,0,400,500,0,0,1,0,0
2985,2,E,35470,195,0,0,5,800,600,400,500,0,0,400,500,0,0,1,0,0
2986,4,E,35470,196,0,0,1,1800,1700,1500,2000,0,0,1500,2000,0,0,1,0,0
2987,1,E,35470,196,0,0,2,1800,1700,1500,2000,0,0,1500,2000,0,0,1,0,0
2988,10,E,35470,196,0,0,3,1800,1200,1500,2000,0,0,1500,2000,0,0,1,0,0
2989,2,E,35470,196,0,0,4,1800,950,1500,2000,0,0,1500,2000,0,0,1,0,0
2990,9,E,35470,197,500,-500,1,2500,4500,2500,3000,0,0,2500,3000,0,0,1,0,0
2991,11,E,35470,197,391.6666667,391.6666667,2,2500,3500,2500,3000,0,0,2500,3000,0,0,1,0,0
2992,2,E,35470,197,41.66666667,41.66666667,3,2500,2800,2500,3000,0,0,2500,3000,0,0,1,0,0
2993,4,E,35470,197,41.66666667,41.66666667,4,2500,2800,2500,3000,0,0,2500,3000,0,0,1,0,0
2994,1,E,35470,197,25,25,5,2500,2700,2500,3000,0,0,2500,3000,0,0,1,0,0
2995,7,E,35470,198,0,0,1,450,500,0,0,2385,1,2385,2385,2,2,0,0,0
2996,3,E,35470,198,0,0,2,450,340,0,0,2385,1,2385,2385,2,2,0,0,0
2997,2,E,35470,198,0,0,3,450,300,0,0,2385,1,2385,2385,2,2,0,0,0
2998,11,E,35470,198,0,0,4,450,300,0,0,2385,1,2385,2385,2,2,0,0,0
2999,1,E,35470,198,0,0,5,450,300,0,0,2385,1,2385,2385,2,2,0,0,0
3000,7,E,35470,199,400,-400,1,600,1600,600,750,0,0,600,750,3,2,0,0,0
3001,3,E,35470,199,183.3333333,183.3333333,2,600,1400,600,750,0,0,600,750,3,2,0,0,0
3002,10,E,35470,199,133.3333333,133.3333333,3,600,1300,600,750,0,0,600,750,3,2,0,0,0
3003,1,E,35470,199,58.33333333,58.33333333,4,600,1000,600,750,0,0,600,750,3,2,0,0,0
3004,2,E,35470,199,25,25,5,600,800,600,750,0,0,600,750,3,2,0,0,0
3005,9,E,35470,2,750,-750,1,11500,14000,12000,14000,0,0,12000,14000,0,0,1,0,0
3006,7,E,35470,2,750,750,2,11500,13000,12000,14000,0,0,12000,14000,0,0,1,0,0
3007,10,E,35470,2,0,0,3,11500,10500,12000,14000,0,0,12000,14000,0,0,1,0,0
3008,9,E,35470,20,0,0,1,140,200,100,150,0,0,100,150,0,0,1,1,0
3009,10,E,35470,20,0,0,2,140,140,100,150,0,0,100,150,0,0,1,1,0
3010,7,E,35470,20,0,0,3,140,130,100,150,0,0,100,150,0,0,1,1,0
3011,3,E,35470,200,425,-425,1,900,1850,1200,1500,0,0,1200,1500,0,0,1,0,0
3012,7,E,35470,200,200,200,2,900,1750,1200,1500,0,0,1200,1500,0,0,1,0,0
3013,2,E,35470,200,125,125,3,900,1600,1200,1500,0,0,1200,1500,0,0,1,0,0
3014,1,E,35470,200,75,75,4,900,1400,1200,1500,0,0,1200,1500,0,0,1,0,0
3015,10,E,35470,200,25,25,5,900,1100,1200,1500,0,0,1200,1500,0,0,1,0,0
3016,4,E,35470,201,1000,-1000,1,3000,6200,1500,2000,0,0,1500,2000,0,0,1,0,0
3017,11,E,35470,201,604.1666667,604.1666667,2,3000,5000,1500,2000,0,0,1500,2000,0,0,1,0,0
3018,3,E,35470,201,204.1666667,204.1666667,3,3000,4200,1500,2000,0,0,1500,2000,0,0,1,0,0
3019,9,E,35470,201,154.1666667,154.1666667,4,3000,4000,1500,2000,0,0,1500,2000,0,0,1,0,0
3020,1,E,35470,201,37.5,37.5,5,3000,3300,1500,2000,0,0,1500,2000,0,0,1,0,0
3021,2,E,35470,201,0,0,6,3000,2900,1500,2000,0,0,1500,2000,0,0,1,0,0
3022,7,E,35470,201,0,0,7,3000,2500,1500,2000,0,0,1500,2000,0,0,1,0,0
3023,10,E,35470,201,0,0,8,3000,2300,1500,2000,0,0,1500,2000,0,0,1,0,0
3024,7,E,35470,202,180,-180,1,260,900,300,400,0,0,300,400,0,0,1,0,0
3025,3,E,35470,202,99.375,99.375,2,260,620,300,400,0,0,300,400,0,0,1,0,0
3026,1,E,35470,202,39.375,39.375,3,260,500,300,400,0,0,300,400,0,0,1,0,0
3027,2,E,35470,202,26.875,26.875,4,260,450,300,400,0,0,300,400,0,0,1,0,0
3028,10,E,35470,202,14.375,14.375,5,260,375,300,400,0,0,300,400,0,0,1,0,0
3029,7,E,35470,203,212.5,-212.5,1,575,1000,500,750,0,0,500,750,3,2,0,0,0
3030,11,E,35470,203,140.625,140.625,2,575,1000,500,750,0,0,500,750,3,2,0,0,0
3031,4,E,35470,203,65.625,65.625,3,575,850,500,750,0,0,500,750,3,2,0,0,0
3032,10,E,35470,203,3.125,3.125,4,575,600,500,750,0,0,500,750,3,2,0,0,0
3033,1,E,35470,203,3.125,3.125,5,575,600,500,750,0,0,500,750,3,2,0,0,0
3034,2,E,35470,203,0,0,6,575,500,500,750,0,0,500,750,3,2,0,0,0
3035,4,E,35470,204,0,0,1,3400,3400,1500,2000,0,0,1500,2000,0,0,1,0,0
3036,9,E,35470,204,0,0,2,3400,3000,1500,2000,0,0,1500,2000,0,0,1,0,0
3037,11,E,35470,204,0,0,3,3400,2300,1500,2000,0,0,1500,2000,0,0,1,0,0
3038,3,E,35470,204,0,0,4,3400,2100,1500,2000,0,0,1500,2000,0,0,1,0,0
3039,1,E,35470,204,0,0,5,3400,2000,1500,2000,0,0,1500,2000,0,0,1,0,0
3040,10,E,35470,204,0,0,6,3400,1200,1500,2000,0,0,1500,2000,0,0,1,0,0
3041,2,E,35470,204,0,0,7,3400,1150,1500,2000,0,0,1500,2000,0,0,1,0,0
3042,7,E,35470,205,4750,-4750,1,7500,17000,6000,8000,0,0,6000,8000,0,0,1,0,0
3043,4,E,35470,205,2105.059524,2105.059524,2,7500,17000,6000,8000,0,0,6000,8000,0,0,1,0,0
3044,10,E,35470,205,855.0595238,855.0595238,3,7500,14500,6000,8000,0,0,6000,8000,0,0,1,0,0
3045,3,E,35470,205,580.0595238,580.0595238,4,7500,13400,6000,8000,0,0,6000,8000,0,0,1,0,0
3046,2,E,35470,205,555.0595238,555.0595238,5,7500,13250,6000,8000,0,0,6000,8000,0,0,1,0,0
3047,11,E,35470,205,273.8095238,273.8095238,6,7500,11000,6000,8000,0,0,6000,8000,0,0,1,0,0
3048,1,E,35470,205,273.8095238,273.8095238,7,7500,11000,6000,8000,0,0,6000,8000,0,0,1,0,0
3049,9,E,35470,205,107.1428571,107.1428571,8,7500,9000,6000,8000,0,0,6000,8000,0,0,1,0,0
3067,7,E,35470,21,0,0,1,13000,16000,11000,13000,0,0,11000,13000,0,0,1,0,0
3068,9,E,35470,21,0,0,2,13000,12500,11000,13000,0,0,11000,13000,0,0,1,0,0
3069,4,E,35470,21,0,0,3,13000,10500,11000,13000,0,0,11000,13000,0,0,1,0,0
3070,2,E,35470,21,0,0,4,13000,9700,11000,13000,0,0,11000,13000,0,0,1,0,0
3071,10,E,35470,21,0,0,5,13000,8500,11000,13000,0,0,11000,13000,0,0,1,0,0
3072,3,E,35470,210,480,-480,1,400,2100,600,750,0,0,600,750,0,0,1,0,0
3073,11,E,35470,210,209.1666667,209.1666667,2,400,1360,600,750,0,0,600,750,0,0,1,0,0
3074,2,E,35470,210,129.1666667,129.1666667,3,400,1200,600,750,0,0,600,750,0,0,1,0,0
3075,10,E,35470,210,79.16666667,79.16666667,4,400,1000,600,750,0,0,600,750,0,0,1,0,0
3076,1,E,35470,210,62.5,62.5,5,400,900,600,750,0,0,600,750,0,0,1,0,0
3077,3,E,35470,211,0,0,1,575,360,500,600,0,0,500,600,2,2,0,0,0
3088,1,E,35470,214,850,-850,1,2500,4500,1500,2000,0,0,1500,2000,0,0,1,0,0
3089,4,E,35470,214,662.5,662.5,2,2500,4200,1500,2000,0,0,1500,2000,0,0,1,0,0
3090,7,E,35470,214,187.5,187.5,3,2500,3250,1500,2000,0,0,1500,2000,0,0,1,0,0
3091,11,E,35470,214,0,0,4,2500,2500,1500,2000,0,0,1500,2000,0,0,1,0,0
3092,3,E,35470,214,0,0,5,2500,1850,1500,2000,0,0,1500,2000,0,0,1,0,0
3093,2,E,35470,214,0,0,6,2500,1200,1500,2000,0,0,1500,2000,0,0,1,0,0
3094,9,E,35470,215,0,0,1,325,300,300,400,0,0,300,400,2,2,0,0,0
3095,1,E,35470,215,0,0,2,325,150,300,400,0,0,300,400,2,2,0,0,0
3096,1,E,35470,216,0,0,1,575,480,500,750,0,0,500,750,0,0,1,0,0
3097,10,E,35470,218,600,-600,1,1600,2800,1000,1500,0,0,1000,1500,0,0,1,0,0
3098,1,E,35470,218,187.5,187.5,2,1600,2800,1000,1500,0,0,1000,1500,0,0,1,0,0
3099,4,E,35470,218,187.5,187.5,3,1600,2800,1000,1500,0,0,1000,1500,0,0,1,0,0
3100,7,E,35470,218,112.5,112.5,4,1600,2500,1000,1500,0,0,1000,1500,0,0,1,0,0
3101,3,E,35470,218,62.5,62.5,5,1600,2200,1000,1500,0,0,1000,1500,0,0,1,0,0
3102,9,E,35470,218,37.5,37.5,6,1600,2000,1000,1500,0,0,1000,1500,0,0,1,0,0
3103,2,E,35470,218,12.5,12.5,7,1600,1750,1000,1500,0,0,1000,1500,0,0,1,0,0
3104,7,E,35470,219,0,0,1,650,1000,300,400,0,0,300,400,3,3,0,0,0
3105,1,E,35470,219,0,0,2,650,600,300,400,0,0,300,400,3,3,0,0,0
3106,3,E,35470,219,0,0,3,650,400,300,400,0,0,300,400,3,3,0,0,0
3107,10,E,35470,219,0,0,4,650,300,300,400,0,0,300,400,3,3,0,0,0
3108,2,E,35470,219,0,0,5,650,270,300,400,0,0,300,400,3,3,0,0,0
3109,7,E,35470,22,6000,-6000,1,16000,33000,8000,10000,0,0,8000,10000,0,0,1,1,0
